Plugin,"Plugin Name","Family","Severity","VPR","EPSS","Host Total","Total"
1007550,"[2.2.9][MS][2019][DC][v4.0.0][L1] Ensure 'Allow log on through Remote Desktop Services' is set to 'Administrators' (DC only)","N/A","Medium","","","1","1"
1007551,"[2.3.10.1][MS][2019][DC][v4.0.0][L1] Ensure 'Network access: Allow anonymous SID/Name translation' is set to 'Disabled'","N/A","Medium","","","1","1"
1007552,"[2.3.10.10][MS][2019][DC][v4.0.0][L1] Ensure 'Network access: Restrict anonymous access to Named Pipes and Shares' is set to 'Enabled'","N/A","Medium","","","1","1"
1007553,"[2.3.10.12][MS][2019][DC][v4.0.0][L1] Ensure 'Network access: Shares that can be accessed anonymously' is set to 'None'","N/A","Medium","","","1","1"
1007554,"[2.3.10.13][MS][2019][DC][v4.0.0][L1] Ensure 'Network access: Sharing and security model for local accounts' is set to 'Classic - local users authenticate as themselves'","N/A","Medium","","","1","1"
1007555,"[2.3.10.5][MS][2019][DC][v4.0.0][L1] Ensure 'Network access: Let Everyone permissions apply to anonymous users' is set to 'Disabled'","N/A","Medium","","","1","1"
1007556,"[2.3.10.6][MS][2019][DC][v4.0.0][L1] Ensure 'Network access: Named Pipes that can be accessed anonymously' is configured (DC only)","N/A","Medium","","","1","1"
1007557,"[2.3.10.8][MS][2019][DC][v4.0.0][L1] Ensure 'Network access: Remotely accessible registry paths' is configured","N/A","Medium","","","1","1"
1007558,"[2.3.10.9][MS][2019][DC][v4.0.0][L1] Ensure 'Network access: Remotely accessible registry paths and sub-paths' is configured","N/A","Medium","","","1","1"
1007559,"[2.3.11.1][MS][2019][DC][v4.0.0][L1] Ensure 'Network security: Allow Local System to use computer identity for NTLM' is set to 'Enabled'","N/A","Medium","","","1","1"
1007560,"[2.3.11.10][MS][2019][DC][v4.0.0][L1] Ensure 'Network security: Minimum session security for NTLM SSP based (including secure RPC) servers' is set to 'Require NTLMv2 session security, Require 128-bit encryption'","N/A","Medium","","","1","1"
1007561,"[2.3.11.11][MS][2019][DC][v4.0.0][L1] Ensure 'Network security: Restrict NTLM: Audit Incoming NTLM Traffic' is set to 'Enable auditing for all accounts'","N/A","Medium","","","1","1"
1007562,"[2.3.11.12][MS][2019][DC][v4.0.0][L1] Ensure 'Network security: Restrict NTLM: Audit NTLM authentication in this domain' is set to 'Enable all' (DC only)","N/A","Medium","","","1","1"
1007563,"[2.3.11.13][MS][2019][DC][v4.0.0][L1] Ensure 'Network security: Restrict NTLM: Outgoing NTLM traffic to remote servers' is set to 'Audit all' or higher","N/A","Medium","","","1","1"
1007564,"[2.3.11.2][MS][2019][DC][v4.0.0][L1] Ensure 'Network security: Allow LocalSystem NULL session fallback' is set to 'Disabled'","N/A","Medium","","","1","1"
1007565,"[2.3.11.3][MS][2019][DC][v4.0.0][L1] Ensure 'Network Security: Allow PKU2U authentication requests to this computer to use online identities' is set to 'Disabled'","N/A","Medium","","","1","1"
1007566,"[2.3.11.4][MS][2019][DC][v4.0.0][L1] Ensure 'Network security: Configure encryption types allowed for Kerberos' is set to 'AES128_HMAC_SHA1, AES256_HMAC_SHA1, Future encryption types'","N/A","Medium","","","1","1"
1007567,"[2.3.11.5][MS][2019][DC][v4.0.0][L1] Ensure 'Network security: Do not store LAN Manager hash value on next password change' is set to 'Enabled'","N/A","Medium","","","1","1"
1007568,"[2.3.11.6][MS][2019][DC][v4.0.0][L1] Ensure 'Network security: Force logoff when logon hours expire' is set to 'Enabled'","N/A","Medium","","","1","1"
1007569,"[2.3.11.7][MS][2019][DC][v4.0.0][L1] Ensure 'Network security: LAN Manager authentication level' is set to 'Send NTLMv2 response only. Refuse LM & NTLM'","N/A","Medium","","","1","1"
1007570,"[2.3.11.8][MS][2019][DC][v4.0.0][L1] Ensure 'Network security: LDAP client signing requirements' is set to 'Negotiate signing' or higher","N/A","Medium","","","1","1"
1007571,"[2.3.11.9][MS][2019][DC][v4.0.0][L1] Ensure 'Network security: Minimum session security for NTLM SSP based (including secure RPC) clients' is set to 'Require NTLMv2 session security, Require 128-bit encryption'","N/A","Medium","","","1","1"
1007572,"[2.3.1.2][MS][2019][DC][v4.0.0][L1] Ensure 'Accounts: Limit local account use of blank passwords to console logon only' is set to 'Enabled'","N/A","Medium","","","1","1"
1007573,"[2.3.1.3][MS][2019][DC][v4.0.0][L1] Configure 'Accounts: Rename administrator account'","N/A","Medium","","","1","1"
1007574,"[2.3.13.1][MS][2019][DC][v4.0.0][L1] Ensure 'Shutdown: Allow system to be shut down without having to log on' is set to 'Disabled'","N/A","Medium","","","1","1"
1007575,"[2.3.1.4][MS][2019][DC][v4.0.0][L1] Configure 'Accounts: Rename guest account'","N/A","Medium","","","1","1"
1007576,"[2.3.15.1][MS][2019][DC][v4.0.0][L1] Ensure 'System objects: Require case insensitivity for non-Windows subsystems' is set to 'Enabled'","N/A","Medium","","","1","1"
1007577,"[2.3.15.2][MS][2019][DC][v4.0.0][L1] Ensure 'System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links)' is set to 'Enabled'","N/A","Medium","","","1","1"
1007578,"[2.3.17.1][MS][2019][DC][v4.0.0][L1] Ensure 'User Account Control: Admin Approval Mode for the Built-in Administrator account' is set to 'Enabled'","N/A","Medium","","","1","1"
1007579,"[2.3.17.2][MS][2019][DC][v4.0.0][L1] Ensure 'User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode' is set to 'Prompt for consent on the secure desktop' or higher","N/A","Medium","","","1","1"
1007580,"[2.3.17.3][MS][2019][DC][v4.0.0][L1] Ensure 'User Account Control: Behavior of the elevation prompt for standard users' is set to 'Automatically deny elevation requests'","N/A","Medium","","","1","1"
1007581,"[2.3.17.4][MS][2019][DC][v4.0.0][L1] Ensure 'User Account Control: Detect application installations and prompt for elevation' is set to 'Enabled'","N/A","Medium","","","1","1"
1007582,"[2.3.17.5][MS][2019][DC][v4.0.0][L1] Ensure 'User Account Control: Only elevate UIAccess applications that are installed in secure locations' is set to 'Enabled'","N/A","Medium","","","1","1"
1007583,"[2.3.17.6][MS][2019][DC][v4.0.0][L1] Ensure 'User Account Control: Run all administrators in Admin Approval Mode' is set to 'Enabled'","N/A","Medium","","","1","1"
1007584,"[2.3.17.7][MS][2019][DC][v4.0.0][L1] Ensure 'User Account Control: Switch to the secure desktop when prompting for elevation' is set to 'Enabled'","N/A","Medium","","","1","1"
1007585,"[2.3.17.8][MS][2019][DC][v4.0.0][L1] Ensure 'User Account Control: Virtualize file and registry write failures to per-user locations' is set to 'Enabled'","N/A","Medium","","","1","1"
1007586,"[2.3.2.1][MS][2019][DC][v4.0.0][L1] Ensure 'Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings' is set to 'Enabled'","N/A","Medium","","","1","1"
1007587,"[2.3.2.2][MS][2019][DC][v4.0.0][L1] Ensure 'Audit: Shut down system immediately if unable to log security audits' is set to 'Disabled'","N/A","Medium","","","1","1"
1007588,"[2.3.4.1][MS][2019][DC][v4.0.0][L1] Ensure 'Devices: Prevent users from installing printer drivers' is set to 'Enabled'","N/A","Medium","","","1","1"
1007589,"[2.3.5.1][MS][2019][DC][v4.0.0][L1] Ensure 'Domain controller: Allow server operators to schedule tasks' is set to 'Disabled' (DC only)","N/A","Medium","","","1","1"
1007590,"[2.3.5.2][MS][2019][DC][v4.0.0][L1] Ensure 'Domain controller: Allow vulnerable Netlogon secure channel connections' is set to 'Not Configured' (DC Only)","N/A","Medium","","","1","1"
1007591,"[2.3.5.3][MS][2019][DC][v4.0.0][L1] Ensure 'Domain controller: LDAP server channel binding token requirements' is set to 'Always' (DC Only)","N/A","Medium","","","1","1"
1007592,"[2.3.5.4][MS][2019][DC][v4.0.0][L1] Ensure 'Domain controller: LDAP server signing requirements' is set to 'Require signing' (DC only)","N/A","Medium","","","1","1"
1007593,"[2.3.5.5][MS][2019][DC][v4.0.0][L1] Ensure 'Domain controller: Refuse machine account password changes' is set to 'Disabled' (DC only)","N/A","Medium","","","1","1"
1007594,"[2.3.6.1][MS][2019][DC][v4.0.0][L1] Ensure 'Domain member: Digitally encrypt or sign secure channel data (always)' is set to 'Enabled'","N/A","Medium","","","1","1"
1007595,"[2.3.6.2][MS][2019][DC][v4.0.0][L1] Ensure 'Domain member: Digitally encrypt secure channel data (when possible)' is set to 'Enabled'","N/A","Medium","","","1","1"
1007596,"[2.3.6.3][MS][2019][DC][v4.0.0][L1] Ensure 'Domain member: Digitally sign secure channel data (when possible)' is set to 'Enabled'","N/A","Medium","","","1","1"
1007597,"[2.3.6.4][MS][2019][DC][v4.0.0][L1] Ensure 'Domain member: Disable machine account password changes' is set to 'Disabled'","N/A","Medium","","","1","1"
1007598,"[2.3.6.5][MS][2019][DC][v4.0.0][L1] Ensure 'Domain member: Maximum machine account password age' is set to '30 or fewer days, but not 0'","N/A","Medium","","","1","1"
1007599,"[2.3.6.6][MS][2019][DC][v4.0.0][L1] Ensure 'Domain member: Require strong (Windows 2000 or later) session key' is set to 'Enabled'","N/A","Medium","","","1","1"
1007600,"[2.3.7.1][MS][2019][DC][v4.0.0][L1] Ensure 'Interactive logon: Do not require CTRL+ALT+DEL' is set to 'Disabled'","N/A","Medium","","","1","1"
1007601,"[2.3.7.2][MS][2019][DC][v4.0.0][L1] Ensure 'Interactive logon: Don't display last signed-in' is set to 'Enabled'","N/A","Medium","","","1","1"
1007602,"[2.3.7.3][MS][2019][DC][v4.0.0][L1] Ensure 'Interactive logon: Machine inactivity limit' is set to '900 or fewer second(s), but not 0'","N/A","Medium","","","1","1"
1007603,"[2.3.7.4][MS][2019][DC][v4.0.0][L1] Configure 'Interactive logon: Message text for users attempting to log on'","N/A","Medium","","","1","1"
1007604,"[2.3.7.5][MS][2019][DC][v4.0.0][L1] Configure 'Interactive logon: Message title for users attempting to log on'","N/A","Medium","","","1","1"
1007605,"[2.3.7.7][MS][2019][DC][v4.0.0][L1] Ensure 'Interactive logon: Prompt user to change password before expiration' is set to 'between 5 and 14 days'","N/A","Medium","","","1","1"
1007606,"[2.3.7.9][MS][2019][DC][v4.0.0][L1] Ensure 'Interactive logon: Smart card removal behavior' is set to 'Lock Workstation' or higher","N/A","Medium","","","1","1"
1007607,"[2.3.8.1][MS][2019][DC][v4.0.0][L1] Ensure 'Microsoft network client: Digitally sign communications (always)' is set to 'Enabled'","N/A","Medium","","","1","1"
1007608,"[2.3.8.2][MS][2019][DC][v4.0.0][L1] Ensure 'Microsoft network client: Digitally sign communications (if server agrees)' is set to 'Enabled'","N/A","Medium","","","1","1"
1007609,"[2.3.8.3][MS][2019][DC][v4.0.0][L1] Ensure 'Microsoft network client: Send unencrypted password to third-party SMB servers' is set to 'Disabled'","N/A","Medium","","","1","1"
1007610,"[2.3.9.1][MS][2019][DC][v4.0.0][L1] Ensure 'Microsoft network server: Amount of idle time required before suspending session' is set to '15 or fewer minute(s)'","N/A","Medium","","","1","1"
1007611,"[2.3.9.2][MS][2019][DC][v4.0.0][L1] Ensure 'Microsoft network server: Digitally sign communications (always)' is set to 'Enabled'","N/A","Medium","","","1","1"
1007612,"[2.3.9.3][MS][2019][DC][v4.0.0][L1] Ensure 'Microsoft network server: Digitally sign communications (if client agrees)' is set to 'Enabled'","N/A","Medium","","","1","1"
1007613,"[2.3.9.4][MS][2019][DC][v4.0.0][L1] Ensure 'Microsoft network server: Disconnect clients when logon hours expire' is set to 'Enabled'","N/A","Medium","","","1","1"
1007614,"[5.1][MS][2019][DC][v4.0.0][L1] Ensure 'Print Spooler (Spooler)' is set to 'Disabled' (DC only)","N/A","Medium","","","1","1"
1007893,"[1.1.1][MS][2022][DC][v5.0.0][L1] Ensure 'Enforce password history' is set to '24 or more password(s)'","N/A","Medium","","","1","1"
1007894,"[1.1.2][MS][2022][DC][v5.0.0][L1] Ensure 'Maximum password age' is set to '365 or fewer days, but not 0'","N/A","Medium","","","1","1"
1007895,"[1.1.3][MS][2022][DC][v5.0.0][L1] Ensure 'Minimum password age' is set to '1 or more day(s)'","N/A","Medium","","","1","1"
1007896,"[1.1.4][MS][2022][DC][v5.0.0][L1] Ensure 'Minimum password length' is set to '14 or more character(s)'","N/A","Medium","","","1","1"
1007897,"[1.1.5][MS][2022][DC][v5.0.0][L1] Ensure 'Password must meet complexity requirements' is set to 'Enabled'","N/A","Medium","","","1","1"
1007898,"[1.1.7][MS][2022][DC][v5.0.0][L1] Ensure 'Store passwords using reversible encryption' is set to 'Disabled'","N/A","Medium","","","1","1"
1007899,"[1.2.1][MS][2022][DC][v5.0.0][L1] Ensure 'Account lockout duration' is set to '15 or more minute(s)'","N/A","Medium","","","1","1"
1007900,"[1.2.2][MS][2022][DC][v5.0.0][L1] Ensure 'Account lockout threshold' is set to '5 or fewer invalid logon attempt(s), but not 0'","N/A","Medium","","","1","1"
1007901,"[1.2.4][MS][2022][DC][v5.0.0][L1] Ensure 'Reset account lockout counter after' is set to '15 or more minute(s)'","N/A","Medium","","","1","1"
1007902,"[17.1.1][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Credential Validation' is set to 'Success and Failure'","N/A","Medium","","","1","1"
1007903,"[17.1.2][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Kerberos Authentication Service' is set to 'Success and Failure' (DC Only)","N/A","Medium","","","1","1"
1007904,"[17.1.3][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Kerberos Service Ticket Operations' is set to 'Success and Failure' (DC Only)","N/A","Medium","","","1","1"
1007905,"[17.2.1][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Application Group Management' is set to 'Success and Failure'","N/A","Medium","","","1","1"
1007906,"[17.2.2][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Computer Account Management' is set to include 'Success' (DC only)","N/A","Medium","","","1","1"
1007907,"[17.2.3][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Distribution Group Management' is set to include 'Success' (DC only)","N/A","Medium","","","1","1"
1007908,"[17.2.4][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Other Account Management Events' is set to include 'Success' (DC only)","N/A","Medium","","","1","1"
1007909,"[17.2.5][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Security Group Management' is set to include 'Success'","N/A","Medium","","","1","1"
1007910,"[17.2.6][MS][2022][DC][v5.0.0][L1] Ensure 'Audit User Account Management' is set to 'Success and Failure'","N/A","Medium","","","1","1"
1007911,"[17.3.1][MS][2022][DC][v5.0.0][L1] Ensure 'Audit PNP Activity' is set to include 'Success'","N/A","Medium","","","1","1"
1007912,"[17.3.2][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Process Creation' is set to include 'Success'","N/A","Medium","","","1","1"
1007913,"[17.4.1][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Directory Service Access' is set to include 'Failure' (DC only)","N/A","Medium","","","1","1"
1007914,"[17.4.2][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Directory Service Changes' is set to include 'Success' (DC only)","N/A","Medium","","","1","1"
1007915,"[17.5.1][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Account Lockout' is set to include 'Failure'","N/A","Medium","","","1","1"
1007916,"[17.5.2][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Group Membership' is set to include 'Success'","N/A","Medium","","","1","1"
1007917,"[17.5.3][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Logoff' is set to include 'Success'","N/A","Medium","","","1","1"
1007918,"[17.5.4][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Logon' is set to 'Success and Failure'","N/A","Medium","","","1","1"
1007919,"[17.5.5][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Other Logon/Logoff Events' is set to 'Success and Failure'","N/A","Medium","","","1","1"
1007920,"[17.5.6][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Special Logon' is set to include 'Success'","N/A","Medium","","","1","1"
1007921,"[17.6.1][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Detailed File Share' is set to include 'Failure'","N/A","Medium","","","1","1"
1007922,"[17.6.2][MS][2022][DC][v5.0.0][L1] Ensure 'Audit File Share' is set to 'Success and Failure'","N/A","Medium","","","1","1"
1007923,"[17.6.3][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Other Object Access Events' is set to 'Success and Failure'","N/A","Medium","","","1","1"
1007924,"[17.6.4][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Removable Storage' is set to 'Success and Failure'","N/A","Medium","","","1","1"
1007925,"[17.7.1][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Audit Policy Change' is set to include 'Success'","N/A","Medium","","","1","1"
1007926,"[17.7.2][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Authentication Policy Change' is set to include 'Success'","N/A","Medium","","","1","1"
1007927,"[17.7.3][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Authorization Policy Change' is set to include 'Success'","N/A","Medium","","","1","1"
1007928,"[17.7.4][MS][2022][DC][v5.0.0][L1] Ensure 'Audit MPSSVC Rule-Level Policy Change' is set to 'Success and Failure'","N/A","Medium","","","1","1"
1007929,"[17.7.5][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Other Policy Change Events' is set to include 'Failure'","N/A","Medium","","","1","1"
1007930,"[17.8.1][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Sensitive Privilege Use' is set to 'Success'","N/A","Medium","","","1","1"
1007931,"[17.9.1][MS][2022][DC][v5.0.0][L1] Ensure 'Audit IPsec Driver' is set to 'Success and Failure'","N/A","Medium","","","1","1"
1007932,"[17.9.2][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Other System Events' is set to 'Success and Failure'","N/A","Medium","","","1","1"
1007933,"[17.9.3][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Security State Change' is set to include 'Success'","N/A","Medium","","","1","1"
1007934,"[17.9.4][MS][2022][DC][v5.0.0][L1] Ensure 'Audit Security System Extension' is set to include 'Success'","N/A","Medium","","","1","1"
1007935,"[17.9.5][MS][2022][DC][v5.0.0][L1] Ensure 'Audit System Integrity' is set to 'Success and Failure'","N/A","Medium","","","1","1"
1007936,"[18.10.13.1][MS][2022][DC][v5.0.0][L1] Ensure 'Turn off cloud consumer account state content' is set to 'Enabled'","N/A","Medium","","","1","1"
1007937,"[18.10.14.1][MS][2022][DC][v5.0.0][L1] Ensure 'Require pin for pairing' is set to 'Enabled: First Time' OR 'Enabled: Always'","N/A","Medium","","","1","1"
1007938,"[18.10.15.1][MS][2022][DC][v5.0.0][L1] Ensure 'Do not display the password reveal button' is set to 'Enabled'","N/A","Medium","","","1","1"
1007939,"[18.10.15.2][MS][2022][DC][v5.0.0][L1] Ensure 'Enumerate administrator accounts on elevation' is set to 'Disabled'","N/A","Medium","","","1","1"
1007940,"[18.10.16.1][MS][2022][DC][v5.0.0][L1] Ensure 'Allow Diagnostic Data' is set to 'Enabled: Diagnostic data off (not recommended)' or 'Enabled: Send required diagnostic data'","N/A","Medium","","","1","1"
1007941,"[18.10.16.3][MS][2022][DC][v5.0.0][L1] Ensure 'Do not show feedback notifications' is set to 'Enabled'","N/A","Medium","","","1","1"
1007942,"[18.10.18.2][MS][2022][DC][v5.0.0][L1] Ensure 'Enable App Installer Experimental Features' is set to 'Disabled'","N/A","Medium","","","1","1"
1007943,"[18.10.18.3][MS][2022][DC][v5.0.0][L1] Ensure 'Enable App Installer Hash Override' is set to 'Disabled'","N/A","Medium","","","1","1"
1007944,"[18.10.18.4][MS][2022][DC][v5.0.0][L1] Ensure 'Enable App Installer Local Archive Malware Scan Override' is set to 'Disabled'","N/A","Medium","","","1","1"
1007945,"[18.10.18.5][MS][2022][DC][v5.0.0][L1] Ensure 'Enable App Installer ms-appinstaller protocol' is set to 'Disabled'","N/A","Medium","","","1","1"
1007946,"[18.10.18.6][MS][2022][DC][v5.0.0][L1] Ensure 'Enable App Installer Microsoft Store Source Certificate Validation Bypass' is set to 'Disabled'","N/A","Medium","","","1","1"
1007947,"[18.10.26.1.1][MS][2022][DC][v5.0.0][L1] Ensure 'Application: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","N/A","Medium","","","1","1"
1007948,"[18.10.26.1.2][MS][2022][DC][v5.0.0][L1] Ensure 'Application: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'","N/A","Medium","","","1","1"
1007949,"[18.10.26.2.1][MS][2022][DC][v5.0.0][L1] Ensure 'Security: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","N/A","Medium","","","1","1"
1007950,"[18.10.26.2.2][MS][2022][DC][v5.0.0][L1] Ensure 'Security: Specify the maximum log file size (KB)' is set to 'Enabled: 196,608 or greater'","N/A","Medium","","","1","1"
1007951,"[18.10.26.3.1][MS][2022][DC][v5.0.0][L1] Ensure 'Setup: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","N/A","Medium","","","1","1"
1007952,"[18.10.26.3.2][MS][2022][DC][v5.0.0][L1] Ensure 'Setup: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'","N/A","Medium","","","1","1"
1007953,"[18.10.26.4.1][MS][2022][DC][v5.0.0][L1] Ensure 'System: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","N/A","Medium","","","1","1"
1007954,"[18.10.26.4.2][MS][2022][DC][v5.0.0][L1] Ensure 'System: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'","N/A","Medium","","","1","1"
1007955,"[18.10.29.2][MS][2022][DC][v5.0.0][L1] Ensure 'Do not apply the Mark of the Web tag to files copied from insecure sources' is set to 'Disabled'","N/A","Medium","","","1","1"
1007956,"[18.10.29.3][MS][2022][DC][v5.0.0][L1] Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled'","N/A","Medium","","","1","1"
1007957,"[18.10.29.4][MS][2022][DC][v5.0.0][L1] Ensure 'Turn off heap termination on corruption' is set to 'Disabled'","N/A","Medium","","","1","1"
1007958,"[18.10.29.5][MS][2022][DC][v5.0.0][L1] Ensure 'Turn off shell protocol protected mode' is set to 'Disabled'","N/A","Medium","","","1","1"
1007959,"[18.10.41.1][MS][2022][DC][v5.0.0][L1] Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled'","N/A","Medium","","","1","1"
1007960,"[18.10.42.5.2][MS][2022][DC][v5.0.0][L1] Ensure 'Join Microsoft MAPS' is set to 'Enabled: Advanced'","N/A","Medium","","","1","1"
1007961,"[18.10.57.2.2][MS][2022][DC][v5.0.0][L1] Ensure 'Do not allow passwords to be saved' is set to 'Enabled'","N/A","Medium","","","1","1"
1007962,"[18.10.57.3.11.1][MS][2022][DC][v5.0.0][L1] Ensure 'Do not delete temp folders upon exit' is set to 'Disabled'","N/A","Medium","","","1","1"
1007963,"[18.10.57.3.11.2][MS][2022][DC][v5.0.0][L1] Ensure 'Do not use temporary folders per session' is set to 'Disabled'","N/A","Medium","","","1","1"
1007964,"[18.10.57.3.3.3][MS][2022][DC][v5.0.0][L1] Ensure 'Do not allow drive redirection' is set to 'Enabled'","N/A","Medium","","","1","1"
1007965,"[18.10.57.3.9.1][MS][2022][DC][v5.0.0][L1] Ensure 'Always prompt for password upon connection' is set to 'Enabled'","N/A","Medium","","","1","1"
1007966,"[18.10.57.3.9.2][MS][2022][DC][v5.0.0][L1] Ensure 'Require secure RPC communication' is set to 'Enabled'","N/A","Medium","","","1","1"
1007967,"[18.10.57.3.9.3][MS][2022][DC][v5.0.0][L1] Ensure 'Require use of specific security layer for remote (RDP) connections' is set to 'Enabled: SSL'","N/A","Medium","","","1","1"
1007968,"[18.10.57.3.9.4][MS][2022][DC][v5.0.0][L1] Ensure 'Require user authentication for remote connections by using Network Level Authentication' is set to 'Enabled'","N/A","Medium","","","1","1"
1007969,"[18.10.57.3.9.5][MS][2022][DC][v5.0.0][L1] Ensure 'Set client connection encryption level' is set to 'Enabled: High Level'","N/A","Medium","","","1","1"
1007970,"[18.10.58.1][MS][2022][DC][v5.0.0][L1] Ensure 'Prevent downloading of enclosures' is set to 'Enabled'","N/A","Medium","","","1","1"
1007971,"[18.10.58.2][MS][2022][DC][v5.0.0][L1] Ensure 'Turn on Basic feed authentication over HTTP' is set to 'Disabled'","N/A","Medium","","","1","1"
1007972,"[18.10.59.3][MS][2022][DC][v5.0.0][L1] Ensure 'Allow indexing of encrypted files' is set to 'Disabled'","N/A","Medium","","","1","1"
1007973,"[18.10.6.1][MS][2022][DC][v5.0.0][L1] Ensure 'Allow Microsoft accounts to be optional' is set to 'Enabled'","N/A","Medium","","","1","1"
1007974,"[18.10.77.2.1][MS][2022][DC][v5.0.0][L1] Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass'","N/A","Medium","","","1","1"
1007975,"[18.10.8.1][MS][2022][DC][v5.0.0][L1] Ensure 'Disallow Autoplay for non-volume devices' is set to 'Enabled'","N/A","Medium","","","1","1"
1007976,"[18.10.81.2][MS][2022][DC][v5.0.0][L1] Ensure 'Allow Windows Ink Workspace' is set to 'Enabled: On, but disallow access above lock' OR 'Enabled: Disabled'","N/A","Medium","","","1","1"
1007977,"[18.10.8.2][MS][2022][DC][v5.0.0][L1] Ensure 'Set the default behavior for AutoRun' is set to 'Enabled: Do not execute any autorun commands'","N/A","Medium","","","1","1"
1007978,"[18.10.82.1][MS][2022][DC][v5.0.0][L1] Ensure 'Allow user control over installs' is set to 'Disabled'","N/A","Medium","","","1","1"
1007979,"[18.10.82.2][MS][2022][DC][v5.0.0][L1] Ensure 'Always install with elevated privileges' is set to 'Disabled'","N/A","Medium","","","1","1"
1007980,"[18.10.8.3][MS][2022][DC][v5.0.0][L1] Ensure 'Turn off Autoplay' is set to 'Enabled: All drives'","N/A","Medium","","","1","1"
1007981,"[18.10.83.1][MS][2022][DC][v5.0.0][L1] Ensure 'Configure the transmission of the user's password in the content of MPR notifications sent by winlogon.' is set to 'Disabled'","N/A","Medium","","","1","1"
1007982,"[18.10.83.2][MS][2022][DC][v5.0.0][L1] Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled'","N/A","Medium","","","1","1"
1007983,"[18.10.90.1.1][MS][2022][DC][v5.0.0][L1] Ensure 'Allow Basic authentication' is set to 'Disabled'","N/A","Medium","","","1","1"
1007984,"[18.10.90.1.2][MS][2022][DC][v5.0.0][L1] Ensure 'Allow unencrypted traffic' is set to 'Disabled'","N/A","Medium","","","1","1"
1007985,"[18.10.90.1.3][MS][2022][DC][v5.0.0][L1] Ensure 'Disallow Digest authentication' is set to 'Enabled'","N/A","Medium","","","1","1"
1007986,"[18.10.90.2.1][MS][2022][DC][v5.0.0][L1] Ensure 'Allow Basic authentication' is set to 'Disabled'","N/A","Medium","","","1","1"
1007987,"[18.10.90.2.3][MS][2022][DC][v5.0.0][L1] Ensure 'Allow unencrypted traffic' is set to 'Disabled'","N/A","Medium","","","1","1"
1007988,"[18.10.90.2.4][MS][2022][DC][v5.0.0][L1] Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled'","N/A","Medium","","","1","1"
1007989,"[18.10.9.1.1][MS][2022][DC][v5.0.0][L1] Ensure 'Configure enhanced anti-spoofing' is set to 'Enabled'","N/A","Medium","","","1","1"
1007990,"[18.10.93.2.1][MS][2022][DC][v5.0.0][L1] Ensure 'Prevent users from modifying settings' is set to 'Enabled'","N/A","Medium","","","1","1"
1007991,"[18.10.94.1.1][MS][2022][DC][v5.0.0][L1] Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled'","N/A","Medium","","","1","1"
1007992,"[18.10.94.2.1][MS][2022][DC][v5.0.0][L1] Ensure 'Configure Automatic Updates' is set to 'Enabled'","N/A","Medium","","","1","1"
1007993,"[18.10.94.2.2][MS][2022][DC][v5.0.0][L1] Ensure 'Configure Automatic Updates: Scheduled install day' is set to '0 - Every day'","N/A","Medium","","","1","1"
